stud_id,w4pgrm,w4priv,w4urban3,w4nright,w4all3p,w4all3ps,w4cfree,w4cf3p,w4cf3ps,w4math,w4m3p,w4m3ps,w3w4plus,w3w4minus,w4link,w4illp,w1s502,w4s1081,w4s1082,w4s1083,w4s1084,w4s1085,w4s1086,w4s1134,w4s1135,w4s1136,w4s1144,w4s1145,w4s1146,w4s1151,w4s1152,w4s1153,w4s1154,w4s1155,w4s1156,w4s120,w4s121,w4s122,w4s123,w4s124,w4s125,w4s126,w4s127,w4s1281,w4s1282,w4s1283,w4s1284,w4s1285,w4s1286,w4s1291,w4s1292,w4s1293,w4s1294,w4s1295,w4s1301,w4s1302,w4s1303,w4s1304,w4s1305,w4s1306,w4s409,w4s410,w4s411,w4s415,w4s416,w4s417,w4s418,cp,w4td01,w4td02,w4td03,w4td04,w4td05,w4td06,w4td07,w4td08,w4p101,w4p102,w4p103,w4p234,w4p235,w4p229,w4p413,w4p414,w4p415,w4faedu,w4fahlth,w4moedu,w4mohlth,cp09v08_u,cp09v08_ud,cp09v23,cp13v32v33_u,cp13v32v33_ud,cp13v62,cp19v33v34,cp19v33v34_u,cp19v33v34_ud,cp19v33v34_u_x,cp19v33v34_ud_x,cp19v78,cp19v78_x,cp19v78_k_x,cp19v66,collage,department,salary1,salary2,edu,libart,social,sci,enger,farm,med_sw,serv,els,stem,sex
2224,3,1,0,11,1068,12284,2,716,11387,9,3498,9212,3,2,6,5935,1,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,1,2,2,2,5,2,2,2,2,2,2,2,2,0,2,2,2,0,2,2,2,0,2,2,2,0,6,2,1,0,0,3,1,1,3,4,1,2,2,3,3,1,3,5,5,12,3,2,4,7,4,4,1,3,,,,10.0,7.0,7.0,,,,,,,, ,,10.0,7.0,7.0,,0,0,0,0,0,0,1,0,0,0,1
2227,2,1,1,24,5355,5958,10,6665,4691,15,5614,5515,4,2,11,4370,0,2,2,2,2,2,0,2,2,0,2,2,2,0,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,0,2,0,2,2,2,0,0,2,2,2,2,2,0,2,3,3,6,9,6,2,4,1,1,2,4,3,2,3,1,3,1,3,3,6,12,3,3,6,12,7,5,5,5,1.0,7.0,,1.0,7.0,5.0,,,,1.0,7.0,,, ,8.0,1.0,7.0,5.0,8.0,0,0,0,0,0,0,1,0,0,0,0
2229,1,0,1,34,9846,479,11,8427,9894,20,9053,489,3,2,12,3733,0,0,0,2,2,2,2,2,2,0,0,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,0,2,0,2,2,2,2,2,6,6,6,3,0,5,3,1,2,2,2,3,2,2,1,2,3,3,3,2,5,6,6,2,5,3,5,2,5,1.0,1.0,,1.0,1.0,5.0,,,,,,,, ,,1.0,1.0,5.0,,1,0,0,0,0,0,0,0,0,0,0
2231,2,0,2,26,6929,3804,6,1912,10747,14,6761,2966,1,4,8,10570,0,2,2,2,2,2,0,2,2,0,0,2,2,0,2,2,2,2,2,3,2,2,2,2,2,2,2,0,2,2,2,0,2,2,0,0,0,2,0,2,2,2,2,2,2,6,6,2,7,0,6,1,1,2,2,1,2,2,1,3,1,3,3,0,12,3,6,2,12,7,1,6,5,1.0,5.0,,1.0,5.0,,,,,1.0,5.0,11.0,11.0, ,15.0,1.0,5.0,11.0,15.0,0,0,0,0,1,0,0,0,0,1,0
2233,3,1,0,18,3767,8362,5,2347,9305,16,6035,4648,6,1,8,286,0,2,2,2,2,2,0,2,2,0,2,2,2,0,2,2,2,2,2,5,2,3,2,2,2,2,1,2,2,2,2,2,0,2,2,0,0,2,2,2,2,2,0,2,6,6,6,9,6,2,1,1,3,5,6,3,3,4,1,3,1,3,3,3,12,4,4,3,12,2,5,1,5,,,,3.0,3.0,,,,,3.0,3.0,,, ,6.0,3.0,3.0,6.0,6.0,0,0,1,0,0,0,0,0,0,0,0
2241,2,0,1,12,1077,10742,5,1605,10109,6,1754,8555,2,3,4,8864,1,2,2,2,2,2,0,2,2,0,2,2,2,0,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,0,2,2,0,0,2,2,2,2,2,0,2,5,5,6,2,2,4,6,1,4,4,5,5,6,2,3,3,1,1,6,3,3,6,2,4,7,4,4,3,4,3.0,3.0,,3.0,3.0,5.0,,,,3.0,3.0,,, ,7.0,3.0,3.0,5.0,7.0,0,0,1,0,0,0,0,0,0,0,1
2244,1,0,1,25,7726,4200,6,4146,7516,18,9374,748,0,6,11,12249,1,0,0,2,0,2,2,2,2,0,0,0,2,0,2,2,2,2,2,1,2,2,2,1,2,2,2,0,2,0,2,0,2,2,0,0,0,2,0,0,2,0,2,2,2,2,6,9,3,5,4,1,2,2,3,5,4,3,2,0,1,3,3,1,1,4,4,3,5,0,3,6,3,,,,,,,,,,,,,, ,,,,,,0,0,0,0,0,0,0,0,0,0,1
2247,1,0,1,39,11433,1965,13,10686,5333,24,11413,1203,1,1,15,5098,1,2,2,2,2,2,0,2,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,2,2,0,2,2,2,2,0,2,0,2,2,2,2,2,6,6,5,5,0,5,1,1,5,5,6,4,3,3,3,3,1,3,3,5,12,3,4,5,12,6,5,1,3,8.0,7.0,,8.0,7.0,,,,,8.0,7.0,,, ,5.0,8.0,7.0,5.0,5.0,0,0,0,0,0,0,1,0,0,0,1
2249,2,1,1,17,2120,11595,8,3759,8984,10,2855,9975,5,2,7,2142,0,2,0,2,2,2,2,0,2,2,0,2,2,0,2,2,2,2,2,1,2,1,2,2,2,2,2,2,0,0,2,0,2,2,0,0,2,2,0,2,2,2,0,2,6,0,6,1,4,2,3,1,1,1,4,1,2,2,1,0,1,3,3,7,12,6,6,7,12,3,3,2,3,6.0,2.0,,,,,,,,,,,, ,,6.0,6.0,,,0,0,0,0,0,1,0,0,0,0,0
2260,1,0,1,25,5406,7221,9,4075,11732,14,4920,7947,3,4,10,8517,0,2,0,2,2,2,2,0,2,2,2,0,2,2,2,2,2,0,2,1,2,1,2,2,2,2,2,0,2,0,2,2,2,2,2,0,2,2,0,2,2,2,2,2,6,6,6,2,3,5,6,1,2,1,5,5,4,2,3,3,3,3,3,0,12,6,4,0,12,6,5,5,5,,,,,,,,,,,,,, ,,,,,,0,0,0,0,0,0,0,0,0,0,0
2261,3,0,1,21,4586,8917,7,3358,10593,13,5221,7109,3,3,6,6794,0,2,2,2,2,2,0,2,2,0,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,0,2,2,2,2,2,0,2,0,0,6,9,2,6,6,1,2,1,3,3,2,2,3,0,1,3,3,7,12,4,4,2,12,3,3,6,3,8.0,4.0,,8.0,4.0,,,,,8.0,4.0,5.0,5.0, ,6.0,8.0,4.0,5.0,6.0,0,0,0,1,0,0,0,0,0,1,0
2265,0,1,2,17,2215,9451,6,1224,10440,6,1573,8474,2,4,4,9705,0,2,2,2,2,2,0,2,2,0,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,6,9,4,7,6,1,1,3,2,1,2,2,1,0,3,3,3,7,12,5,5,2,5,2,5,1,1,6.0,7.0,,6.0,7.0,,,,,,,,, ,,6.0,7.0,,,0,0,0,0,0,0,1,0,0,0,0
2271,1,1,1,16,1083,11793,4,873,11573,8,845,10594,3,6,7,11315,0,2,2,2,2,2,0,2,2,2,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,2,0,2,2,0,2,2,2,0,2,2,2,0,2,4,1,7,6,1,1,2,1,1,3,2,2,2,4,3,2,1,3,3,7,5,4,6,2,5,3,5,0,1,,,,8.0,4.0,,,,,8.0,4.0,,, ,7.0,8.0,4.0,7.0,7.0,0,0,0,1,0,0,0,0,0,1,0
2273,2,1,0,26,5546,7978,10,5707,6233,10,3339,9794,7,4,8,1838,0,2,2,2,2,2,0,2,2,0,2,2,0,0,2,2,2,2,2,1,2,2,2,2,2,2,2,2,0,2,2,0,2,2,2,2,2,0,2,2,2,2,0,2,3,6,5,2,6,4,3,1,5,5,6,1,5,4,2,3,1,3,6,7,12,6,2,4,7,4,4,6,5,1.0,5.0,,1.0,5.0,,,,,1.0,5.0,,, ,,1.0,5.0,,,0,0,0,0,1,0,0,0,0,1,0
2276,1,0,1,31,8137,1033,12,8334,3256,21,8686,420,4,1,11,1530,1,2,2,2,2,2,0,2,2,0,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,0,2,0,2,2,2,2,0,5,6,9,0,0,6,1,2,2,2,3,4,2,3,0,3,3,3,3,6,3,3,3,6,2,1,1,3,8.0,3.0,,8.0,3.0,,,,,,,,, ,,8.0,3.0,,,0,0,1,0,0,0,0,0,0,0,1
2278,1,1,1,22,5036,9085,10,6847,4925,11,2788,12234,2,4,5,9904,1,2,2,2,2,2,0,2,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,0,0,2,2,2,2,0,2,0,2,2,2,2,2,5,5,6,3,4,4,3,1,2,3,5,3,2,2,1,3,1,3,5,2,4,5,2,4,7,4,4,1,3,1.0,1.0,,1.0,1.0,,,,,,,,, ,,1.0,1.0,,,1,0,0,0,0,0,0,0,0,0,1
2279,3,0,2,23,5371,6148,9,8640,9572,11,4279,8530,4,3,8,5838,0,0,0,0,2,0,2,2,2,0,2,0,2,0,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,0,2,2,2,2,2,0,2,3,3,6,3,2,6,3,1,2,2,5,5,3,2,3,3,1,3,2,0,12,4,4,0,12,2,3,1,3,,,,,,,,,,,,,, ,,,,,,0,0,0,0,0,0,0,0,0,0,0
2289,1,0,1,37,10312,173,13,10747,3972,22,10837,579,3,1,14,2247,0,0,0,0,0,2,2,2,2,0,0,0,2,0,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,2,2,0,0,0,2,2,2,0,2,2,2,5,5,6,2,7,4,6,1,2,3,5,1,4,3,2,3,1,3,3,3,11,4,4,3,3,7,3,6,3,9.0,8.0,,9.0,8.0,,,,,,,,, ,,9.0,8.0,,,0,0,0,0,0,0,0,1,0,0,0
2294,2,1,1,23,5332,8393,8,5199,6247,18,8063,1744,4,2,8,3508,0,2,2,2,2,2,0,2,2,0,2,2,2,0,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,0,2,2,2,2,2,0,2,3,3,1,2,0,5,2,1,1,5,6,0,2,1,1,3,3,3,5,3,12,6,2,4,7,7,1,3,4,,,,8.0,7.0,6.0,,,,8.0,7.0,,, ,8.0,8.0,7.0,6.0,8.0,0,0,0,0,0,0,1,0,0,0,0
2299,2,1,1,12,524,11872,4,599,11571,8,1498,10341,3,4,6,9732,1,2,2,2,2,2,0,2,2,0,0,2,2,0,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,0,2,2,2,2,0,2,2,2,2,2,2,2,0,2,3,3,6,3,6,6,4,1,3,2,4,1,5,4,3,2,1,3,3,0,12,5,4,5,5,5,5,6,5,1.0,4.0,,1.0,4.0,7.0,,,,,,,, ,,1.0,4.0,7.0,,0,0,0,1,0,0,0,0,0,1,1
2303,1,0,1,28,7035,1185,10,9577,7394,16,6453,3659,4,1,12,2675,1,2,2,2,2,2,0,2,2,0,0,0,2,0,2,2,2,2,2,1,2,3,2,2,2,2,2,2,0,2,2,2,2,2,0,0,2,2,0,2,2,2,2,2,5,2,6,3,2,4,3,1,3,3,4,5,2,2,2,3,1,3,3,3,3,3,3,3,12,6,3,1,3,1.0,1.0,,1.0,1.0,,,,,,,,, ,,1.0,1.0,,,1,0,0,0,0,0,0,0,0,0,1
2307,0,1,2,20,4037,8367,8,4162,8353,10,3551,8141,14,15,18,12250,1,2,2,2,2,2,0,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,6,3,2,4,6,1,2,1,3,3,2,2,3,0,1,3,3,2,4,4,4,2,4,3,5,2,5,3.0,4.0,,3.0,4.0,,,,,3.0,4.0,,, ,6.0,3.0,4.0,6.0,6.0,0,0,0,1,0,0,0,0,0,1,1
2309,2,0,1,36,10858,359,11,10382,4868,20,9323,35,1,0,12,3326,0,2,2,2,2,2,0,2,2,0,2,2,2,0,2,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,2,0,2,2,0,0,0,2,0,2,2,0,0,2,6,6,6,2,0,0,4,1,2,1,4,3,2,3,1,0,1,3,3,3,4,4,6,6,12,2,3,1,5,6.0,7.0,,8.0,4.0,,,,,8.0,4.0,,, ,5.0,8.0,4.0,5.0,5.0,0,0,0,1,0,0,0,0,0,1,0
2318,3,0,1,52,13100,12738,23,12504,12349,31,12412,12252,14,15,18,12250,1,0,0,2,2,0,2,2,2,0,0,2,2,0,2,2,2,2,2,3,2,2,2,5,2,2,2,0,2,2,2,0,2,2,2,2,0,2,2,2,2,2,0,2,6,6,6,9,3,5,0,1,2,1,3,3,2,2,3,3,1,3,3,5,12,3,2,4,7,4,4,1,3,1.0,3.0,,1.0,3.0,,,,,1.0,3.0,,, ,9.0,1.0,3.0,9.0,9.0,0,0,1,0,0,0,0,0,0,0,1
2320,3,0,0,18,1857,11148,7,1786,10057,14,4072,8259,5,3,7,3342,1,2,2,2,2,2,0,2,2,2,2,2,2,0,2,2,2,2,2,1,2,1,2,1,1,2,2,2,2,2,2,2,0,2,2,0,0,2,2,2,2,2,0,2,3,3,6,5,4,2,3,1,1,2,3,2,4,2,1,0,1,3,3,0,12,6,3,6,12,3,5,6,5,1.0,2.0,,1.0,2.0,,,,,1.0,2.0,,, ,11.0,1.0,2.0,11.0,11.0,0,1,0,0,0,0,0,0,0,0,1
